,Unnamed: 0,Item Number,Product Title,cat,Level,reco1,title1,reco2,title2,reco3,title3,reco4,title4,reco5,title5,reco_cat,item_cde
17,17,10572500,GOJO® Clear & Mild Foam Handwash,Wipers_Chemical Wipers,Cat 3,10477982.0,,10041874.0,,10474067.0,,10519884.0,,10903623.0,,Can Liners_High Density,"[10477982, 10041874, 10474067, 10519884, 10903623]"
18,18,10942870,PURELL HEALTHY SOAP™ Gentle & Free Foam,Wipers_Chemical Wipers,Product,10049812,"Scott 1-Ply White Hard Roll Towel (8.0 in. x 1000 ft., 12 RL/CS)",10366590.0,"Scott 2-Ply White High-Capacity Jumbo Roll Toilet Tissue (3.55 in. x 1000 ft., 12 RL/CS)",10510098.0,"Wypall® X70 White Medium Duty Cloth (12.5 in. x 13.4 in., 870 Cloths/CS)",,,,,,"[10477982, 10041874, 10474067, 10519884, 10903623]"
19,19,10572501,GOJO® Antibacterial Plum Foam Handwash,Wipers_Chemical Wipers,Cat 3,10477982.0,,10041874.0,,10474067.0,,10519884.0,,10903623.0,,Can Liners_High Density,"[10477982, 10041874, 10474067, 10519884, 10903623]"
20,20,10090594,"Wypall® X80 Blue Heavy Duty Cloth (12.5 in. x 13.4 in., 475 Cloths/CS)",Wipers_Paper / Nonwoven,Cat 3,10042856.0,,10042857.0,,10473204.0,,10530357.0,,10510098.0,,Films_Stretch Films_Stretch Banding,"[10042856, 10042857, 10473204, 10530357, 10510098]"
21,21,10942965,PURELL HEALTHY SOAP™ Mild Foam,Wipers_Paper / Nonwoven,Cat 3,10042856.0,,10042857.0,,10473204.0,,10530357.0,,10510098.0,,Films_Stretch Films_Stretch Banding,"[10042856, 10042857, 10473204, 10530357, 10510098]"
22,22,10572503,PURELL® Advanced Hand Sanitizer Foam,Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
23,23,10313341,Rubbermaid® Black Brute Standard Duty Tilt Truck (72.25 in. x 33.5 in. x 43.75 in.),Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
24,24,10047925,HOSPECO® Kraft Wax Feminine Hygiene (3.5 in. x 7.5 in. x 10.25 in.),Chemicals_Cleaners,Product,10805274,"Reliable Brand® 16-Mic Clear HDPE Can Liner (40 in. x 48 in., 250-Piece)",10113721.0,"Clorox Healthcare® White Clean-Up Disinfectant Cleaner With Bleach (32 oz., 1-Piece)",10937592.0,"Reliable Brand® Dazzle™ Daily Summer Floral Floor Cleaner (1 Gal., 4 Cleaners/CS)",20064079.0,"VGuard® 4-mil Blue Nitrile Chemo Exam Disposable Gloves (Large, 100 Gloves/BX, 10 BX/CS)",20064078.0,"VGuard® 4-mil Blue Nitrile Chemo Exam Disposable Gloves (Medium, 100 Gloves/BX, 10 BX/CS)",,"[10943393, 10725287, 11119999, 11079423, 10542533]"
25,25,10943189,PURELL® Advanced Hand Sanitizer Foam,Chemicals_Cleaners,Product,10941576,"Reliable Brand® 1-Ply White 1/2-Fold Toilet Seat Cover (16.75 in. x 14.25 in., 250 Sheets/CS)",10063260.0,"Berry® 6-Mic Clear High Density Can Liner Roll (24 in. x 24 in., 1000-Piece)",10741667.0,"Reliable Brand® 1-Ply White Multifold Paper Towels (9.2 in. x 9.5 in., 250 Towels/PK, 16 PK/CS)",20064065.0,"VGuard® 3-mil Clear Vinyl Industrial Disposable Gloves (Large, 100 Gloves/BX, 10 BX/CS)",10093052.0,"Enmotion® 1-Ply White Paper Towel Roll (10 in. x 800 ft., 800 Towels/PK, 6 PK/CS)",,"[10943393, 10725287, 11119999, 11079423, 10542533]"
26,26,10573468,GOJO® Citrus Ginger Foam Hand & Showerwash,Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
27,27,10943249,PURELL® Advanced Hand Sanitizer Gentle & Free Foam,Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
28,28,10903618,"Oxivir® White Ready-To-Use Disinfectant Cleaning Wipes (6 in. x 7 in., 160-Piece)",Chemicals_Cleaners,Product,10049674,"Compact® Coreless 2-Ply White Toilet Paper Roll (3.8 in. x 4 in., 1500 Tissues/PK, 18PK/CS)",10941576.0,"Reliable Brand® 1-Ply White 1/2-Fold Toilet Seat Cover (16.75 in. x 14.25 in., 250 Sheets/CS)",,,,,,,,"[10943393, 10725287, 11119999, 11079423, 10542533]"
29,29,11025600,"Airworks® Orange Mango Splash Free Urinal Screen (8 in. x 6 in., 60-Piece)",Chemicals_Cleaners,Product,10340629,"Scott White Essential High Capacity Paper Towel (8 in. x 950 ft., 6 RL/CS)",10568358.0,GOJO® Clear & Mild Foam Handwash,10905263.0,"Punita Leathers 1-Ply Dark Grey Cotton Washcloth (12 in. x 12 in., 120-Piece)",10905268.0,"Punita Leathers Dark Grey Cotton Bath Mat (20 in. x 30.2 in., 36-Piece)",10905269.0,"Punita Leathers Dark Grey Bath Towel (30 in. x 60 in., 24-Piece)",,"[10943393, 10725287, 11119999, 11079423, 10542533]"
30,30,10059411,"Tough On Grease Clear Cleaner/Degreaser (1 gal., 4-Piece)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
31,31,10067977,"Wypall® Critical Clean White Heavy Duty Foodservice Cloth (12.5 in. x 23.5 in., 300 Cloths/CS)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
32,32,10943252,PURELL® Advanced Hand Sanitizer Foam,Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
33,33,10939101,"Comet® Professional Opaque White Creme Deodorizing Cleanser (32 oz., 10-Piece)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
34,34,10062528,GOJO® Fast Towels,Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
35,35,10151460,Traction White Scotwood Sodium Ice Melt (50 lbs.),Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
36,36,10939434,Fresh Products™ Orange 30-Day Air Deodorizer Odor Control (6 in.),Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
37,37,10984382,"Tennant® Blue/Grey Battery-Powered Ride-On Sweeper (112.8 in. x 58.25 in. x 54 in., 1-Piece)",Wipers_Paper / Nonwoven,Cat 3,10042856.0,,10042857.0,,10473204.0,,10530357.0,,10510098.0,,Films_Stretch Films_Stretch Banding,"[10042856, 10042857, 10473204, 10530357, 10510098]"
38,38,11066587,"Supply Source Yellow Lightweight Microfiber Cloth (16 in. x 16 in., 240-Piece)",Wipers_Paper / Nonwoven,Product,10329848,"Duro® 50-lbs Brown Lawn & Leaf Bag (16 in. x 12 in. x 35 in., 5-Piece)",20037815.0,PURELL PRIME DEFENSE™ Advanced Hand Sanitizer,20039761.0,"Berry® 16-Mic Natural HDPE Can Liner Roll (37 in. x 46 in., 25-Piece)",,,,,,"[10042856, 10042857, 10473204, 10530357, 10510098]"
39,39,11020054,"Scotch-Weld™ Brown B-2 Hour Aerospace Sealant Kit (3.5 oz., 24-Piece)",Wipers_Paper / Nonwoven,Cat 3,10042856.0,,10042857.0,,10473204.0,,10530357.0,,10510098.0,,Films_Stretch Films_Stretch Banding,"[10042856, 10042857, 10473204, 10530357, 10510098]"
40,40,11066490,"Impact Green Supply Microfiber Tech All Purpose Cleaning Cloth (16 in. x 16 in., 180-Piece)",Wipers_Paper / Nonwoven,Product,10818100,"Reliable 9% HCL Blue Mint High Acid Bowl Cleaner (1 qt., 12-Piece)",10817243.0,"Reliable Brand® Turquoise Disinfectant Cleaner (1 gal., 4-Piece)",10818136.0,"Reliable Brand® Green Fast Butyl RTU Speed Degreaser (1 qt., 12 Degreasers/CS)",,,,,,"[10042856, 10042857, 10473204, 10530357, 10510098]"
41,41,10241505,"Ecolab® Purple QC A-456 II Multi Purpose Cleaner (44 oz., 1-Piece)",Wipers_Paper / Nonwoven,Product,11079423,"Ecolab® Pink QC 73 Disinfecting Acid Bathroom Cleaner (44 oz., 1-Piece)",10032875.0,"Tork® Natural Universal H21 Paper Hand Towel Roll (7.85 in. x 600 ft., 12 RL/CS)",10099522.0,"Heritage 14-Mic 60-Gal Natural HDPE Can Liners (38 in. x 60 in., 200-Piece)",10389081.0,"Tork® 2-Ply White Universal T22 Jumbo Toilet Paper Roll (3.48 in. x 1000 ft., 12 RL/CS)",10032876.0,"Tork® Natural Universal H21 Paper Hand Towel Roll (7.85 in. x 800 ft., 6 RL/CS)",,"[10042856, 10042857, 10473204, 10530357, 10510098]"
42,42,11066538,"Supply Source Blue Premium Microfiber Cloth (16 in. x 16 in., 12-Piece)",Wipers_Paper / Nonwoven,Cat 3,10042856.0,,10042857.0,,10473204.0,,10530357.0,,10510098.0,,Films_Stretch Films_Stretch Banding,"[10042856, 10042857, 10473204, 10530357, 10510098]"
43,43,11136317,"Rubbermaid® White/Black Quick-Connect Wet/Dry Mop Frame (17 in., 6 Frames/CA)",Wipers_Paper / Nonwoven,Product,10093052,"Enmotion® 1-Ply White Paper Towel Roll (10 in. x 800 ft., 800 Towels/PK, 6 PK/CS)",10248396.0,"Spartan Pale Blue Clean by Peroxy Multi-Purpose Cleaner (68 oz., 4-Piece)",10624692.0,"Clorox Healthcare® White Germicidal Bleach (121 oz., 3-Piece)",10741667.0,"Reliable Brand® 1-Ply White Multifold Paper Towels (9.2 in. x 9.5 in., 250 Towels/PK, 16 PK/CS)",11066584.0,"Supply Source Blue Lightweight Microfiber Cloth (16 in. x 16 in., 240-Piece)",,"[10042856, 10042857, 10473204, 10530357, 10510098]"
44,44,10062551,GOJO® MULTI GREEN® Hand Cleaner,Wipers_Paper / Nonwoven,Cat 3,10042856.0,,10042857.0,,10473204.0,,10530357.0,,10510098.0,,Films_Stretch Films_Stretch Banding,"[10042856, 10042857, 10473204, 10530357, 10510098]"
45,45,10568358,GOJO® Clear & Mild Foam Handwash,Wipers_Paper / Nonwoven,Product,10905263,"Punita Leathers 1-Ply Dark Grey Cotton Washcloth (12 in. x 12 in., 120-Piece)",10905268.0,"Punita Leathers Dark Grey Cotton Bath Mat (20 in. x 30.2 in., 36-Piece)",10905269.0,"Punita Leathers Dark Grey Bath Towel (30 in. x 60 in., 24-Piece)",11023420.0,"Heritage 19-Mic 44-Gal Natural HDPE Can Liners (37 in. x 46 in., 150-Piece)",11025600.0,"Airworks® Orange Mango Splash Free Urinal Screen (8 in. x 6 in., 60-Piece)",,"[10042856, 10042857, 10473204, 10530357, 10510098]"
46,46,10069421,"Wypall® White Wettask Hydroknit Wiper (9 in. x 15 in., 275 Wipers/CS)",Wipers_Paper / Nonwoven,Cat 3,10042856.0,,10042857.0,,10473204.0,,10530357.0,,10510098.0,,Films_Stretch Films_Stretch Banding,"[10042856, 10042857, 10473204, 10530357, 10510098]"
47,47,11066549,"Impact Yellow Microfiber Tech All Purpose Cleaning Cloth (16 in. x 16 in., 180-Piece)",Wipers_Paper / Nonwoven,Cat 3,10042856.0,,10042857.0,,10473204.0,,10530357.0,,10510098.0,,Films_Stretch Films_Stretch Banding,"[10042856, 10042857, 10473204, 10530357, 10510098]"
48,48,10968242,"Ecolab® Clear Home Style Solid Laundry Detergent (3 lbs., 1-Piece)",Wipers_Paper / Nonwoven,Product,10546160,"Scott 2-Ply White Professional Standard Roll Toilet Tissue (4.1 in. x 4 in., 550 Sheets/RL, 80 RL/CS)",,,,,,,,,,"[10042856, 10042857, 10473204, 10530357, 10510098]"
49,49,11066567,"Supply Source Green Lightweight Microfiber Cloth (16 in. x 16 in., 240-Piece)",Wipers_Paper / Nonwoven,Product,10248396,"Spartan Pale Blue Clean by Peroxy Multi-Purpose Cleaner (68 oz., 4-Piece)",10741667.0,"Reliable Brand® 1-Ply White Multifold Paper Towels (9.2 in. x 9.5 in., 250 Towels/PK, 16 PK/CS)",11066584.0,"Supply Source Blue Lightweight Microfiber Cloth (16 in. x 16 in., 240-Piece)",10063260.0,"Berry® 6-Mic Clear High Density Can Liner Roll (24 in. x 24 in., 1000-Piece)",10063275.0,"Rhino-X® 22-Mic HDPE Clear Can Liner Roll (40 in. x 48 in., 150-Piece)",,"[10042856, 10042857, 10473204, 10530357, 10510098]"
50,50,11014297,PURELL® Healthcare FOAM HANDWASH 2% CHG Antimicrobial Foam,Wipers_Paper / Nonwoven,Cat 3,10042856.0,,10042857.0,,10473204.0,,10530357.0,,10510098.0,,Films_Stretch Films_Stretch Banding,"[10042856, 10042857, 10473204, 10530357, 10510098]"
51,51,11144497,"Tork® 1-Ply White High Absorbency Advanced H21 Paper Towel Roll (7.9 in. x 1000 ft., 6 RL/CS)",Wipers_Paper / Nonwoven,Cat 3,10042856.0,,10042857.0,,10473204.0,,10530357.0,,10510098.0,,Films_Stretch Films_Stretch Banding,"[10042856, 10042857, 10473204, 10530357, 10510098]"
52,52,11066584,"Supply Source Blue Lightweight Microfiber Cloth (16 in. x 16 in., 240-Piece)",Wipers_Paper / Nonwoven,Product,10248396,"Spartan Pale Blue Clean by Peroxy Multi-Purpose Cleaner (68 oz., 4-Piece)",10741667.0,"Reliable Brand® 1-Ply White Multifold Paper Towels (9.2 in. x 9.5 in., 250 Towels/PK, 16 PK/CS)",11066567.0,"Supply Source Green Lightweight Microfiber Cloth (16 in. x 16 in., 240-Piece)",10063275.0,"Rhino-X® 22-Mic HDPE Clear Can Liner Roll (40 in. x 48 in., 150-Piece)",10093052.0,"Enmotion® 1-Ply White Paper Towel Roll (10 in. x 800 ft., 800 Towels/PK, 6 PK/CS)",,"[10042856, 10042857, 10473204, 10530357, 10510098]"
53,53,11088216,"Cascades Pro Natural 1 Ply Paper Towel Roll (7.9 in. x 350 ft., 12 RL/CS)","Chemicals_Air Care / Odor Control (Deodorizers, Neutralizers)",Cat 3,10801177.0,,10817129.0,,10752776.0,,10748820.0,,10817153.0,,Can Liners_High Density,"[10801177, 10817129, 10752776, 10748820, 10817153]"
54,54,10935972,"Cascades 1-Ply White Jumbo Toilet Tissue Paper (3.45 in. x 2000 ft., 12 RL/CS)","Chemicals_Air Care / Odor Control (Deodorizers, Neutralizers)",Cat 3,10801177.0,,10817129.0,,10752776.0,,10748820.0,,10817153.0,,Can Liners_High Density,"[10801177, 10817129, 10752776, 10748820, 10817153]"
55,55,10910970,"Cascades Natural Pro Select Towel Roll (800 ft., 6 RL/CS)","Chemicals_Air Care / Odor Control (Deodorizers, Neutralizers)",Cat 3,10801177.0,,10817129.0,,10752776.0,,10748820.0,,10817153.0,,Can Liners_High Density,"[10801177, 10817129, 10752776, 10748820, 10817153]"
56,56,10826437,"Tork® 1- Ply W6 Natural Basic Paper Towel Wiper Roll ( 7.68 in. x 9.50 in., 1452 Wipers/RL, 4 RL/CA)","Chemicals_Air Care / Odor Control (Deodorizers, Neutralizers)",Cat 3,10801177.0,,10817129.0,,10752776.0,,10748820.0,,10817153.0,,Can Liners_High Density,"[10801177, 10817129, 10752776, 10748820, 10817153]"
57,57,11074542,"Reliable Brand® Black Small Core Double Roll Bath Tissue Dispenser (11.5 in. x 7.5 in. x 6.75 in., 1 Dispenser/CS)","Chemicals_Air Care / Odor Control (Deodorizers, Neutralizers)",Cat 3,10801177.0,,10817129.0,,10752776.0,,10748820.0,,10817153.0,,Can Liners_High Density,"[10801177, 10817129, 10752776, 10748820, 10817153]"
58,58,10826511,"Tork® Matic Black Paper Hand Towel Roll Dispenser With Intuition Sensor (13 in. x 8 in. x 14.6 in., 1 Dispenser/CS)","Chemicals_Air Care / Odor Control (Deodorizers, Neutralizers)",Product,10076998,GOJO® SUPRO MAX™ Hand Cleaner,20002264.0,"Tork® 2-Ply White Advanced Bath Tissue Roll (3.96 in. x 156.25 ft., 500 Sheets/RL, 80 RL/CS)",10169745.0,"Tork® Matic White Universal H1 Paper Hand Towel Roll (7.68 in. x 700 ft., 6 RL/CS)",,,,,,"[10801177, 10817129, 10752776, 10748820, 10817153]"
59,59,11143801,"Tork® 2-Ply White Advanced Coreless High-Capacity T7 Toilet Paper Roll (3.7 in. x 333.33 ft., 1000 Sheets/RL, 36 RL/CS)","Chemicals_Air Care / Odor Control (Deodorizers, Neutralizers)",Product,10099567,"Heritage 1.3-Mil 44-Gal Blue LLDPE Can Liners (37 in. x 50 in., 150-Piece)",10093052.0,"Enmotion® 1-Ply White Paper Towel Roll (10 in. x 800 ft., 800 Towels/PK, 6 PK/CS)",10100437.0,"Heritage 0.5-Mil 20-30-Gal Clear LLDPE Can Liners (30 in. x 36 in., 250-Piece)",10100476.0,"Heritage 1.1-Mil 40-45-Gal Clear LLDPE Can Liners (40 in. x 46 in., 125-Piece)",10241505.0,"Ecolab® Purple QC A-456 II Multi Purpose Cleaner (44 oz., 1-Piece)",,"[10801177, 10817129, 10752776, 10748820, 10817153]"
60,60,10118393,GOJO® Luxury Foam Antibacterial Handwash,"Chemicals_Air Care / Odor Control (Deodorizers, Neutralizers)",Cat 3,10801177.0,,10817129.0,,10752776.0,,10748820.0,,10817153.0,,Can Liners_High Density,"[10801177, 10817129, 10752776, 10748820, 10817153]"
61,61,11006296,"Rubbermaid® Black/Yellow Maximizer Push-To-Center Brooms (18 in., 6 Brooms)","Chemicals_Air Care / Odor Control (Deodorizers, Neutralizers)",Cat 3,10801177.0,,10817129.0,,10752776.0,,10748820.0,,10817153.0,,Can Liners_High Density,"[10801177, 10817129, 10752776, 10748820, 10817153]"
62,62,11142112,Purepipe White Knit Exact Cut Wipers (15 in. x 15 in.),"Chemicals_Air Care / Odor Control (Deodorizers, Neutralizers)",Cat 3,10801177.0,,10817129.0,,10752776.0,,10748820.0,,10817153.0,,Can Liners_High Density,"[10801177, 10817129, 10752776, 10748820, 10817153]"
63,63,10043489,GOJO® MULTI GREEN® Hand Cleaner,"Chemicals_Air Care / Odor Control (Deodorizers, Neutralizers)",Cat 3,10801177.0,,10817129.0,,10752776.0,,10748820.0,,10817153.0,,Can Liners_High Density,"[10801177, 10817129, 10752776, 10748820, 10817153]"
64,64,10727749,PERdiem® 58 Clear Diversey General Purpose Cleaner (1 gal.),"Chemicals_Air Care / Odor Control (Deodorizers, Neutralizers)",Cat 3,10801177.0,,10817129.0,,10752776.0,,10748820.0,,10817153.0,,Can Liners_High Density,"[10801177, 10817129, 10752776, 10748820, 10817153]"
65,65,10880646,"ValuClean Plus White Non-Woven Cleanroom Wipers (7 in. x 7 in., 300-Piece)","Chemicals_Air Care / Odor Control (Deodorizers, Neutralizers)",Cat 3,10801177.0,,10817129.0,,10752776.0,,10748820.0,,10817153.0,,Can Liners_High Density,"[10801177, 10817129, 10752776, 10748820, 10817153]"
66,66,10747123,"Reliable Brand® Translucent Black Electronic Touch Free Single Roll Towel Dispenser (14.4375 in. x 11.75 in. x 9.125 in., 1 Dispenser/CS)","Chemicals_Air Care / Odor Control (Deodorizers, Neutralizers)",Cat 3,10801177.0,,10817129.0,,10752776.0,,10748820.0,,10817153.0,,Can Liners_High Density,"[10801177, 10817129, 10752776, 10748820, 10817153]"
67,67,10747256,"Reliable Brand® Translucent Black Multi-fold Towel Dispenser (18 in. x 11.75 in. x 6.25 in., 5 Dispenser/CS)","Chemicals_Air Care / Odor Control (Deodorizers, Neutralizers)",Cat 3,10801177.0,,10817129.0,,10752776.0,,10748820.0,,10817153.0,,Can Liners_High Density,"[10801177, 10817129, 10752776, 10748820, 10817153]"
68,68,10043274,Supply Source® White Hospital Specialty Tampax Original Tampon (5.25 in. x 0.85 in. x 0.7 in.),"Chemicals_Air Care / Odor Control (Deodorizers, Neutralizers)",Cat 3,10801177.0,,10817129.0,,10752776.0,,10748820.0,,10817153.0,,Can Liners_High Density,"[10801177, 10817129, 10752776, 10748820, 10817153]"
69,69,10747262,"Reliable Brand® Translucent Black Single Roll Jumbo Tissue Dispenser (12 in. x 10.25 in. x 5.625 in., 1 Dispenser/CS)","Chemicals_Air Care / Odor Control (Deodorizers, Neutralizers)",Product,10078511,Sealed Air® Clear Bubble Cushioning (48 in. x 125 ft.),10155902.0,Sealed Air® Clear Bubble Cushioning (48 in. x 300 ft.),,,,,,,,"[10801177, 10817129, 10752776, 10748820, 10817153]"
70,70,10747267,"Reliable Brand® Translucent Black Towel Roll Dispenser (16.5 in. x 12.9375 in. x 9.25 in., 1 Dispenser/CS)","Chemicals_Air Care / Odor Control (Deodorizers, Neutralizers)",Cat 3,10801177.0,,10817129.0,,10752776.0,,10748820.0,,10817153.0,,Can Liners_High Density,"[10801177, 10817129, 10752776, 10748820, 10817153]"
71,71,10747272,"Reliable Brand® Translucent Black Double Roll Standard Toilet Tissue Dispenser (12.75 in. x 7.5 in. x 7 in., 1 Dispenser/CS)","Chemicals_Air Care / Odor Control (Deodorizers, Neutralizers)",Cat 3,10801177.0,,10817129.0,,10752776.0,,10748820.0,,10817153.0,,Can Liners_High Density,"[10801177, 10817129, 10752776, 10748820, 10817153]"
